Last Name, First Name;Last Name;First Name;Wikipedia Name;Birth Dates;Death Dates;Website;Website;VIAF ID;Membership (s);Membership (s) (cont.);Membership (s) (cont.);Membership (s) (cont.)
Sauppe,  Hermann;Sauppe; Hermann; Hermann Sauppe;1809;1893;http://viaf.org/viaf/71610901;http://viaf.org/viaf/;71610901;KM 31.01.1861 ;;;
Schaumann,  Adolph Friedr. Heinr. (Adolph Friedrich Heinrich);Schaumann; Adolph Friedr. Heinr. (Adolph Friedrich Heinrich); Adolph Friedr. Heinr. (Adolph Friedrich Heinrich) Schaumann;1809;1882;http://viaf.org/viaf/15537624;http://viaf.org/viaf/;15537624;KM 31.01.1861 ;;;
Hanssen,  Georg;Hanssen; Georg; Georg Hanssen;1809;1894;http://viaf.org/viaf/72145878;http://viaf.org/viaf/;72145878;OM 03.03.1862 bis 01.04.1869 ;EM 01.04.1869 ;;
Darwin,  Charles Robert;Darwin; Charles Robert; Charles Robert Darwin;1809;1882;http://viaf.org/viaf/27063124;http://viaf.org/viaf/;27063124;KM 26.02.1863 bis 07.11.1878 ;AM 02.12.1878 ;;
Müller,  Ludwig;Müller; Ludwig; Ludwig Müller;1809;1891;http://viaf.org/viaf/72295533;http://viaf.org/viaf/;72295533;KM 26.07.1866 ;;;
Forbes,  James David;Forbes; James David; James David Forbes;1809;1868;http://viaf.org/viaf/106965464;http://viaf.org/viaf/;106965464;KM 16.12.1867 ;;;
Quenstedt,  Friedrich August von;Quenstedt; Friedrich August von; Friedrich August von Quenstedt;1809;1889;http://viaf.org/viaf/37008772;http://viaf.org/viaf/;37008772;KM 02.04.1868 ;;;
Hanssen,  Georg;Hanssen; Georg; Georg Hanssen;1809;1894;http://viaf.org/viaf/72145878;http://viaf.org/viaf/;72145878;OM 03.03.1862 bis 01.04.1869 ;EM 01.04.1869 ;;
Halm,  Carl Felix von;Halm; Carl Felix von; Carl Felix von Halm;1809;1882;http://viaf.org/viaf/54273523;http://viaf.org/viaf/;54273523;KM 13.01.1870 ;;;
Henle,  Jakob;Henle; Jakob; Jakob Henle;1809;1885;http://viaf.org/viaf/22933148;http://viaf.org/viaf/;22933148;KM 03.04.1873 ;;;
Baudi di vesme,  Carlo ;Baudi di vesme; Carlo ; Carlo  Baudi di vesme;1809;1877;http://viaf.org/viaf/5058110;http://viaf.org/viaf/;5058110;KM 12.11.1874 ;;;
Lovén,  Sven Ludwig;Lovén; Sven Ludwig; Sven Ludwig Lovén;1809;1895;http://viaf.org/viaf/167411;http://viaf.org/viaf/;167411;KM 08.07.1875 ;;;
Liouville,  Joseph;Liouville; Joseph; Joseph Liouville;1809;1882;http://viaf.org/viaf/73966535;http://viaf.org/viaf/;73966535;KM 19.12.1839 bis 24.02.1876 ;AM 15.03.1876 ;;
Darwin,  Charles Robert;Darwin; Charles Robert; Charles Robert Darwin;1809;1882;http://viaf.org/viaf/27063124;http://viaf.org/viaf/;27063124;KM 26.02.1863 bis 07.11.1878 ;AM 02.12.1878 ;;
Kummer,  Ernst;Kummer; Ernst; Ernst Kummer;1810;1893;http://viaf.org/viaf/66532326;http://viaf.org/viaf/;66532326;KM 06.06.1839  bis 15.11.1855;OM 10.12.1855 ;;
Lepsius,  Richard;Lepsius; Richard; Richard Lepsius;1810;1884;http://viaf.org/viaf/66554760;http://viaf.org/viaf/;66554760;KM 09.05.1844  bis 25.04.1850;OM 18.05.1850 ;;
Regnault,  Henri-Victor;Regnault; Henri-Victor; Henri-Victor Regnault;1810;1878;http://viaf.org/viaf/2584163;http://viaf.org/viaf/;2584163;KM 15.04.1847  bis 11.06.1863;;;
Munch,  Peter Andreas;Munch; Peter Andreas; Peter Andreas Munch;1810;1863;http://viaf.org/viaf/61898457;http://viaf.org/viaf/;61898457;KM 10.06.1847 ;;;
Lepsius,  Richard;Lepsius; Richard; Richard Lepsius;1810;1884;http://viaf.org/viaf/66554760;http://viaf.org/viaf/;66554760;KM 09.05.1844  bis 25.04.1850;OM 18.05.1850 ;;
Rawlinson,  Sir Henry Creswicke;Rawlinson; Sir Henry Creswicke; Sir Henry Creswicke Rawlinson;1810;1895;http://viaf.org/viaf/10149174;http://viaf.org/viaf/;10149174;AM 18.05.1850 ;;;
Rangabe,  Alexander Rizos;Rangabe; Alexander Rizos; Alexander Rizos Rangabe;1810;1892;http://viaf.org/viaf/160872;http://viaf.org/viaf/;160872;KM 10.04.1851 ;;;
Karajan,  Theodor Georg Ritter von;Karajan; Theodor Georg Ritter von; Theodor Georg Ritter von Karajan;1810;1873;http://viaf.org/viaf/37031963;http://viaf.org/viaf/;37031963;KM 16.06.1853 ;;;
Schwann,  Theodor;Schwann; Theodor; Theodor Schwann;1810;1882;http://viaf.org/viaf/8183370;http://viaf.org/viaf/;8183370;KM 27.04.1854 ;;;
Martin,  Henri;Martin; Henri; Henri Martin;1810;1883;http://viaf.org/viaf/41984820;http://viaf.org/viaf/;41984820;KM 10.05.1855 ;;;
Gray,  Asa;Gray; Asa; Asa Gray;1810;1888;http://viaf.org/viaf/7504476;http://viaf.org/viaf/;7504476;KM 26.07.1855 ;;;
Kummer,  Ernst;Kummer; Ernst; Ernst Kummer;1810;1893;http://viaf.org/viaf/66532326;http://viaf.org/viaf/;66532326;KM 06.06.1839 bis 15.11.1855 ;OM 10.12.1855 ;;
Hyrtl,  Joseph;Hyrtl; Joseph; Joseph Hyrtl;1810;1894;http://viaf.org/viaf/64116625;http://viaf.org/viaf/;64116625;KM 15.01.1857 ;;;
Regnault,  Victor (Henri-Victor);Regnault; Victor (Henri-Victor); Victor (Henri-Victor) Regnault;1810;1878;http://viaf.org/viaf/2584163;http://viaf.org/viaf/;2584163;KM 15.04.1847 bis 11.06.1863 ;AM 11.07.1863 ;;
Giuliari,  Giambattista Carlo, conte;Giuliari; Giambattista Carlo, conte; Giambattista Carlo, conte Giuliari;1810;1884;http://viaf.org/viaf/14760839;http://viaf.org/viaf/;14760839;KM 11.04.1867 ;;;
Muir,  John;Muir; John; John Muir;1810;1882;http://viaf.org/viaf/103093904;http://viaf.org/viaf/;103093904;KM 03.11.1870 ;;;
Scacchi,  Arcangelo;Scacchi; Arcangelo; Arcangelo Scacchi;1810;1893;http://viaf.org/viaf/42606128;http://viaf.org/viaf/;42606128;KM 13.04.1872 ;;;
Hunfalvy,  Paul;Hunfalvy; Paul; Paul Hunfalvy;1810;1891;http://viaf.org/viaf/12326474;http://viaf.org/viaf/;12326474;KM 13.02.1873 ;;;
Bunsen,  Robert Wilhelm;Bunsen; Robert Wilhelm; Robert Wilhelm Bunsen;1811;1899;http://viaf.org/viaf/61621398;http://viaf.org/viaf/;61621398;KM 19.03.1846  bis 06.02.1862;AM 03.03.1862 ;;
Le Verrier,  Urbain;Le Verrier; Urbain; Urbain Le Verrier;1811;1877;http://viaf.org/viaf/73986042;http://viaf.org/viaf/;73986042;KM 17.12.1846 ;;;
Ewald,  Julius;Ewald; Julius; Julius Ewald;1811;1891;http://viaf.org/viaf/32752907;http://viaf.org/viaf/;32752907;OM 15.08.1853 ;;;
Rougé, Olivier Charles Camille Emmanuel de, Vicomte;Rougé;Olivier Charles Camille Emmanuel de, Vicomte;Olivier Charles Camille Emmanuel de, Vicomte Rougé;1811;1872;http://viaf.org/viaf/22213246;http://viaf.org/viaf/;22213246;KM 02.03.1854 ;;;
Reichert,  Karl Bogislaus;Reichert; Karl Bogislaus; Karl Bogislaus Reichert;1811;1883;http://viaf.org/viaf/32747524;http://viaf.org/viaf/;32747524;OM 04.04.1859 ;;;
Hesse,  Otto;Hesse; Otto; Otto Hesse;1811;1874;http://viaf.org/viaf/24685961;http://viaf.org/viaf/;24685961;KM 21.07.1859 ;;;
Morbio,  Carlo;Morbio; Carlo; Carlo Morbio;1811;1880;http://viaf.org/viaf/71380013;http://viaf.org/viaf/;71380013;KM 26.04.1860 ;;;
Bunsen,  Robert Wilhelm;Bunsen; Robert Wilhelm; Robert Wilhelm Bunsen;1811;1899;http://viaf.org/viaf/61621398;http://viaf.org/viaf/;61621398;KM 19.03.1846 bis 06.02.1862 ;AM 03.03.1862 ;;
Duncker,  Maximilian Wolfgang Theodor Julius;Duncker; Maximilian Wolfgang Theodor Julius; Maximilian Wolfgang Theodor Julius Duncker;1811;1886;http://viaf.org/viaf/22935705;http://viaf.org/viaf/;22935705;OM 14.05.1873 ;;;
Wieseler,  Friedrich;Wieseler; Friedrich; Friedrich Wieseler;1811;1892;http://viaf.org/viaf/4921348;http://viaf.org/viaf/;4921348;KM 27.02.1879 ;;;
Bergk,  Wilhelm Theodor;Bergk; Wilhelm Theodor; Wilhelm Theodor Bergk;1812;1881;http://viaf.org/viaf/7517264;http://viaf.org/viaf/;7517264;KM 27.02.1845 ;;;
Bethmann,  Ludwig Konrad;Bethmann; Ludwig Konrad; Ludwig Konrad Bethmann;1812;1867;http://viaf.org/viaf/66603896;http://viaf.org/viaf/;66603896;KM 17.06.1852 ;;;
Keil,  (Christian August Karl);Keil; (Christian August Karl); (Christian August Karl) Keil;1812;1865;http://viaf.org/viaf/132140322;http://viaf.org/viaf/;132140322;KM 11.02.1864 ;;;
Zachariae von Lingenthal,  Karl Eduard;Zachariae von Lingenthal; Karl Eduard; Karl Eduard Zachariae von Lingenthal;1812;1894;http://viaf.org/viaf/27109841;http://viaf.org/viaf/;27109841;KM 26.07.1866 ;;;
Kuhn,  Adalbert;Kuhn; Adalbert; Adalbert Kuhn;1812;1881;http://viaf.org/viaf/3226582;http://viaf.org/viaf/;3226582;OM 11.03.1872 ;;;
Tschichatschew,  Peter Alexandrowitsch;Tschichatschew; Peter Alexandrowitsch; Peter Alexandrowitsch Tschichatschew;1812;1890;http://viaf.org/viaf/13818840;http://viaf.org/viaf/;13818840;EM 22.08.1873 ;;;
Waitz,  Georg;Waitz; Georg; Georg Waitz;1813;1886;http://viaf.org/viaf/36931748;http://viaf.org/viaf/;36931748;KM 14.04.1842  bis 21.01.1875;OM 03.04.1875 ;;
Ravaisson-mollien,  Jean-Gaspard-Félix LACHER;Ravaisson-mollien; Jean-Gaspard-Félix LACHER; Jean-Gaspard-Félix LACHER Ravaisson-mollien;1813;1900;http://viaf.org/viaf/46846290;http://viaf.org/viaf/;46846290;KM 10.06.1847 ;;;
Birch,  Samuel;Birch; Samuel; Samuel Birch;1813;1885;http://viaf.org/viaf/757450;http://viaf.org/viaf/;757450;KM 10.04.1851;;;
Jahn,  Otto;Jahn; Otto; Otto Jahn;1813;1869;http://viaf.org/viaf/46875138;http://viaf.org/viaf/;46875138;KM 10.04.1851 bis 19.03.1874 ;AM 20.04.1874 ;;
Dana,  James Dwight;Dana; James Dwight; James Dwight Dana;1813;1895;http://viaf.org/viaf/27128721;http://viaf.org/viaf/;27128721;KM 26.07.1855 ;;;
Rammelsberg,  Karl Friedrich;Rammelsberg; Karl Friedrich; Karl Friedrich Rammelsberg;1813;1899;http://viaf.org/viaf/47510795;http://viaf.org/viaf/;47510795;OM 15.08.1855 ;;;
Sprenger,  Aloys;Sprenger; Aloys; Aloys Sprenger;1813;1893;http://viaf.org/viaf/68918448;http://viaf.org/viaf/;68918448;KM 25.03.1858 ;;;
Steenstrup,  Japetus;Steenstrup; Japetus; Japetus Steenstrup;1813;1897;http://viaf.org/viaf/27367797;http://viaf.org/viaf/;27367797;KM 21.07.1859 ;;;
Bernard,  Claude;Bernard; Claude; Claude Bernard;1813;1878;http://viaf.org/viaf/73849966;http://viaf.org/viaf/;73849966;KM 29.03.1860 ;;;
Miklosich,  Franz, Ritter von;Miklosich; Franz, Ritter von; Franz, Ritter von Miklosich;1813;1891;http://viaf.org/viaf/78772873;http://viaf.org/viaf/;78772873;AM 24.03.1862 ;;;
Egger,  Emile;Egger; Emile; Emile Egger;1813;1885;http://viaf.org/viaf/46863959;http://viaf.org/viaf/;46863959;KM 11.04.1867 ;;;
Cahours,  Auguste-André-Thomas;Cahours; Auguste-André-Thomas; Auguste-André-Thomas Cahours;1813;1891;http://viaf.org/viaf/29646968;http://viaf.org/viaf/;29646968;KM 16.12.1867 ;;;
Friedländer,  Eduard Julius Theodor;Friedländer; Eduard Julius Theodor; Eduard Julius Theodor Friedländer;1813;1884;http://viaf.org/viaf/35217543;http://viaf.org/viaf/;35217543;OM 09.12.1872 bis 01.09.1874 ;EM 10.02.1875 ;;
Friedländer,  Eduard Julius Theodor;Friedänder; Eduard Julius Theodor; Eduard Julius Theodor Friedänder;1813;1884;http://viaf.org/viaf/35217543;http://viaf.org/viaf/;35217543;OM 09.12.1872 bis 01.09.1874 ;EM 10.02.1875 ;;
Waitz,  Georg;Waitz; Georg; Georg Waitz;1813;1886;http://viaf.org/viaf/36931748;http://viaf.org/viaf/;36931748;KM 14.04.1842 bis 21.01.1875 ;OM 03.04.1875 ;;
Hegel,  Karl von;Hegel; Karl von; Karl von Hegel;1813;1901;http://viaf.org/viaf/19809136;http://viaf.org/viaf/;19809136;KM 06.04.1876 ;;;
Curtius,  Ernst;Curtius; Ernst; Ernst Curtius;1814;1896;http://viaf.org/viaf/49241741;http://viaf.org/viaf/;49241741;OM 29.11.1852 bis 01.04.1856 ;EM 01.04.1856 bis 13.02.1862 ;OM 01.10.1868 ;
Curtius,  Ernst;Curtius; Ernst; Ernst Curtius;1814;1896;http://viaf.org/viaf/49241741;http://viaf.org/viaf/;49241741;OM 29.11.1852 bis 01.04.1856 ;EM 01.04.1856 bis 13.02.1862 ;AM 03.03.1862 bis 01.10.1868 ;OM 01.10.1868 
Giesebrecht,  Wilhelm von;Giesebrecht; Wilhelm von; Wilhelm von Giesebrecht;1814;1889;http://viaf.org/viaf/56599822;http://viaf.org/viaf/;56599822;KM 30.06.1859 ;;;
Curtius,  Ernst;Curtius; Ernst; Ernst Curtius;1814;1896;http://viaf.org/viaf/49241741;http://viaf.org/viaf/;49241741;OM 29.11.1852 bis 01.04.1856 ;EM 01.04.1856 bis 13.02.1862 ;AM 03.03.1862 bis 01.10.1868 ;OM 01.10.1868 
Zeller,  Eduard;Zeller; Eduard; Eduard Zeller;1814;1908;http://viaf.org/viaf/2542742;http://viaf.org/viaf/;2542742;KM 11.02.1864 bis 14.11.1872 ;OM 09.12.1872 bis 01.10.1894 ;EM 01.10.1894 bis 13.12.1894 ;AM 14.01.1895 
Sylvester,  James Joseph;Sylvester; James Joseph; James Joseph Sylvester;1814;1897;http://viaf.org/viaf/71473374;http://viaf.org/viaf/;71473374;KM 26.07.1866 ;;;
Bonitz,  Hermann;Bonitz; Hermann; Hermann Bonitz;1814;1888;http://viaf.org/viaf/83216;http://viaf.org/viaf/;83216;OM 27.12.1867 ;;;
Angström,  Anders Jonas;Angström; Anders Jonas; Anders Jonas Angström;1814;1874;http://viaf.org/viaf/64818604;http://viaf.org/viaf/;64818604;KM 16.12.1867 ;;;
Curtius,  Ernst;Curtius; Ernst; Ernst Curtius;1814;1896;http://viaf.org/viaf/49241741;http://viaf.org/viaf/;49241741;OM 29.11.1852 bis 01.04.1856 ;EM 01.04.1856 bis 13.02.1862 ;AM 03.03.1862 bis 01.10.1868 ;OM 01.10.1868 
Zeller,  Eduard;Zeller; Eduard; Eduard Zeller;1814;1908;http://viaf.org/viaf/2542742;http://viaf.org/viaf/;2542742;KM 11.02.1864 bis 14.11.1872 ;OM 09.12.1872 bis 01.10.1894 ;EM 01.10.1894 bis 13.12.1894 ;AM 14.01.1895
Schlaefli,  Ludwig;Schlaefli; Ludwig; Ludwig Schlaefli;1814;1895;http://viaf.org/viaf/113316205;http://viaf.org/viaf/;113316205;KM 12.06.1873 ;;;
Grisebach,  August Heinrich Rudolf;Grisebach; August Heinrich Rudolf; August Heinrich Rudolf Grisebach;1814;1879;http://viaf.org/viaf/64049508;http://viaf.org/viaf/;64049508;KM 16.04.1874 ;;;
Cunningham,  Sir Alexander;Cunningham; Sir Alexander; Sir Alexander Cunningham;1814;1893;http://viaf.org/viaf/29546695;http://viaf.org/viaf/;29546695;KM 17.06.1875 ;;;
Malmsten,  Carl Johan;Malmsten; Carl Johan; Carl Johan Malmsten;1814;1886;http://viaf.org/viaf/20582701;http://viaf.org/viaf/;20582701;EM 15.12.1880 ;;;
Zeller,  Eduard;Zeller; Eduard; Eduard Zeller;1814;1908;http://viaf.org/viaf/2542742;http://viaf.org/viaf/;2542742;KM 11.02.1864 bis 14.11.1872 ;OM 09.12.1872 bis 01.10.1894 ;EM 01.10.1894 bis 13.12.1894 ;AM 14.01.1895 
Bartholmess,  Christian;Bartholmess; Christian; Christian Bartholmess;1815;1856;http://viaf.org/viaf/17320070;http://viaf.org/viaf/;17320070;KM 10.06.1847 ;;;
Davoud-Oghlou,  Garabed Artin;Davoud-Oghlou; Garabed Artin; Garabed Artin Davoud-Oghlou;1815;1873;http://viaf.org/viaf/2848352;http://viaf.org/viaf/;2848352;EM 24.06.1847 ;;;
Peters,  Wilhelm;Peters; Wilhelm; Wilhelm Peters;1815;1883;http://viaf.org/viaf/71829174;http://viaf.org/viaf/;71829174;OM 05.03.1851 ;;;
La Villemarque,  Théodore-Claude Henri HERSART Vicomte de;La Villemarque; Théodore-Claude Henri HERSART Vicomte de; Théodore-Claude Henri HERSART Vicomte de La Villemarque;1815;1895;http://viaf.org/viaf/49227556;http://viaf.org/viaf/;49227556;KM 10.04.1851 ;;;
Wertheim,  Wilhelm;Wertheim; Wilhelm; Wilhelm Wertheim;1815;1861;http://viaf.org/viaf/62330172;http://viaf.org/viaf/;62330172;KM 24.02.1853 ;;;
Beyrich,  Heinrich Ernst;Beyrich; Heinrich Ernst; Heinrich Ernst Beyrich;1815;1896;http://viaf.org/viaf/9964648;http://viaf.org/viaf/;9964648;OM 15.08.1853 ;;;
Boehtlingk,  Otto Nikolaus von;Boehtlingk; Otto Nikolaus von; Otto Nikolaus von Boehtlingk;1815;1904;http://viaf.org/viaf/76413868;http://viaf.org/viaf/;76413868;KM 10.05.1855 bis 18.06.1865 ;AM 18.06.1865 ;;
Weierstrass,  Karl;Weierstrass; Karl; Karl Weierstrass;1815;1897;http://viaf.org/viaf/36999173;http://viaf.org/viaf/;36999173;OM 19.11.1856 ;;;
Koechly,  Hermann;Koechly; Hermann; Hermann Koechly;1815;1876;http://viaf.org/viaf/89126555;http://viaf.org/viaf/;89126555;KM 31.01.1861 ;;;
Boehtlingk,  Otto Nikolaus von;Boehtlingk; Otto Nikolaus von; Otto Nikolaus von Boehtlingk;1815;1904;http://viaf.org/viaf/76413868;http://viaf.org/viaf/;76413868;KM 10.05.1855 bis 18.06.1865 ;AM 18.06.1865 ;;
Tulasne,  Louis-René;Tulasne; Louis-René; Louis-René Tulasne;1815;1885;http://viaf.org/viaf/2538684;http://viaf.org/viaf/;2538684;KM 29.04.1869 ;;;
Henzen,  Wilhelm;Henzen; Wilhelm; Wilhelm Henzen;1816;1887;http://viaf.org/viaf/42632633;http://viaf.org/viaf/;42632633;KM 16.06.1853 ;;;
Longpérier,  Henri Adrien Prévost de;Longpérier; Henri Adrien Prévost de; Henri Adrien Prévost de Longpérier;1816;1882;http://viaf.org/viaf/12424536;http://viaf.org/viaf/;12424536;KM 30.07.1857 ;;;
Rosenhain,  Georg;Rosenhain; Georg; Georg Rosenhain;1816;1887;http://viaf.org/viaf/19948562;http://viaf.org/viaf/;19948562;KM 11.08.1859 ;;;
Gerhardt,  Carl Immanuel;Gerhardt; Carl Immanuel; Carl Immanuel Gerhardt;1816;1899;http://viaf.org/viaf/76400386;http://viaf.org/viaf/;76400386;KM 31.01.1861 ;;;
Newton,  Sir Charles Thomas;Newton; Sir Charles Thomas; Sir Charles Thomas Newton;1816;1894;http://viaf.org/viaf/5000582;http://viaf.org/viaf/;5000582;KM 31.01.1861 ;;;
Fern·ndez-Guerra y Orbe,  Aureliano;Fern·ndez-Guerra y Orbe; Aureliano; Aureliano Fern·ndez-Guerra y Orbe;1816;1894;http://viaf.org/viaf/47015321;http://viaf.org/viaf/;47015321;KM 30.05.1861 ;;;
Ludwig,  Karl Friedrich Wilhelm;Ludwig; Karl Friedrich Wilhelm; Karl Friedrich Wilhelm Ludwig;1816;1895;http://viaf.org/viaf/45052847;http://viaf.org/viaf/;45052847;KM 27.10.1864 bis 24.04.1895 ;;OM 17.08.1868 ;
Siemens,  Ernst Werner von;Siemens; Ernst Werner von; Ernst Werner von Siemens;1816;1892;http://viaf.org/viaf/77108808;http://viaf.org/viaf/;77108808;OM 22.12.1873 ;;;
Bruns,  Karl Eduard Georg;Bruns; Karl Eduard Georg; Karl Eduard Georg Bruns;1816;1880;http://viaf.org/viaf/77077327;http://viaf.org/viaf/;77077327;OM 06.03.1875 ;;;
Stephani,  Ludolf;Stephani; Ludolf; Ludolf Stephani;1816;1887;http://viaf.org/viaf/30309080;http://viaf.org/viaf/;30309080;KM 17.06.1875 ;;;
Mommsen,  Theodor;Mommsen; Theodor; Theodor Mommsen;1817;1903;http://viaf.org/viaf/46781907;http://viaf.org/viaf/;46781907;KM 16.06.1853 bis 25.03.1858 ;OM 27.04.1858 ;;
Hooker,  Sir Joseph Dalton;Hooker; Sir Joseph Dalton; Sir Joseph Dalton Hooker;1817;1911;http://viaf.org/viaf/17306215;http://viaf.org/viaf/;17306215;KM 01.06.1854 bis 21.04.1904 ;AM 29.05.1904 ;;
Borchardt,  Karl Wilhelm;Borchardt; Karl Wilhelm; Karl Wilhelm Borchardt;1817;1880;http://viaf.org/viaf/37000348;http://viaf.org/viaf/;37000348;OM 10.12.1855 ;;;
Mommsen,  Theodor;Mommsen; Theodor; Theodor Mommsen;1817;1903;http://viaf.org/viaf/7402506;http://viaf.org/viaf/;7402506;KM 16.06.1853 bis 25.03.1858 ;OM 27.04.1858 ;;
Schiefner,  Anton;Schiefner; Anton; Anton Schiefner;1817;1879;http://viaf.org/viaf/54450437;http://viaf.org/viaf/;54450437;KM 25.03.1858 ;;;
Würtz,  Charles-Adolphe;Würtz; Charles-Adolphe; Charles-Adolphe Würtz;1817;1884;http://viaf.org/viaf/39455038;http://viaf.org/viaf/;39455038;KM 10.03.1859 bis 25.10.1883 ;AM 25.10.1883 ;;
Sybel,  Heinrich von;Sybel; Heinrich von; Heinrich von Sybel;1817;1895;http://viaf.org/viaf/64100662;http://viaf.org/viaf/;64100662;KM 30.06.1859 bis 02.12.1875 ;OM 20.12.1875 ;;
Jonckbloet,  Willem;Jonckbloet; Willem; Willem Jonckbloet;1817;1885;http://viaf.org/viaf/52460325;http://viaf.org/viaf/;52460325;KM 11.02.1864 ;;;
Lotze,  Hermann;Lotze; Hermann; Hermann Lotze;1817;1881;http://viaf.org/viaf/32035339;http://viaf.org/viaf/;32035339;KM 11.02.1864 ;;;
Marignac,  Jean-Charles Galissard de;Marignac; Jean-Charles Galissard de; Jean-Charles Galissard de Marignac;1817;1894;http://viaf.org/viaf/19794373;http://viaf.org/viaf/;19794373;KM 30.03.1865 ;;;
Kopp,  Hermann;Kopp; Hermann; Hermann Kopp;1817;1892;http://viaf.org/viaf/66538715;http://viaf.org/viaf/;66538715;KM 16.12.1867 bis 16.04.1874 ;AM 13.05.1874 ;;
Thuret,  Gustave Adolphe;Thuret; Gustave Adolphe; Gustave Adolphe Thuret;1817;1875;http://viaf.org/viaf/54218362;http://viaf.org/viaf/;54218362;KM 29.04.1869 ;;;
Kölliker,  Albert von;Kölliker; Albert von; Albert von Kölliker;1817;1905;http://viaf.org/viaf/84815647;http://viaf.org/viaf/;84815647;KM 03.04.1873 bis 18.02.1892 ;AM 16.03.1892 ;;
Kopp,  Hermann;Kopp; Hermann; Hermann Kopp;1817;1892;http://viaf.org/viaf/66538715;http://viaf.org/viaf/;66538715;KM 16.12.1867 bis 16.04.1874 ;AM 13.05.1874 ;;
Nägeli,  Carl von;Nägeli; Carl von; Carl von Nägeli;1817;1891;http://viaf.org/viaf/47499711;http://viaf.org/viaf/;47499711;KM 16.04.1874 ;;;
Sybel,  Heinrich von;Sybel; Heinrich von; Heinrich von Sybel;1817;1895;http://viaf.org/viaf/64100662;http://viaf.org/viaf/;64100662;KM 30.06.1859 bis 02.12.1875 ;OM 20.12.1875 ;;
Wörtz,  Charles-Adolphe;Würtz; Charles-Adolphe; Charles-Adolphe Würtz;1817;1884;http://viaf.org/viaf/39455038;http://viaf.org/viaf/;39455038;KM 10.03.1859 bis 25.10.1883 ;AM 25.10.1883 ;;
Buys-Ballot,  C.H.D. ;Buys-Ballot; C.H.D. ; C.H.D.  Buys-Ballot;1817;1890;http://viaf.org/viaf/64308635;http://viaf.org/viaf/;64308635;KM 03.11.1887 ;;;
Kolliker,  Albert von;Kolliker; Albert von; Albert von Kolliker;1817;1905;http://viaf.org/viaf/84815647;http://viaf.org/viaf/;84815647;KM 03.04.1873 bis 18.02.1892 ;AM 16.03.1892 ;;
Des Cloiseaux,  Alfred-Louis-Olivier Legrand;Des Cloiseaux; Alfred-Louis-Olivier Legrand; Alfred-Louis-Olivier Legrand Des Cloiseaux;1817;1897;http://viaf.org/viaf/44414867;http://viaf.org/viaf/;44414867;KM 27.06.1895 ;;;
Du Bois-Reymond,  Emil;Du Bois-Reymond; Emil; Emil Du Bois-Reymond;1818;1896;http://viaf.org/viaf/8178869;http://viaf.org/viaf/;8178869;OM 05.03.1851 ;;;
Kiepert,  Heinrich;Kiepert; Heinrich; Heinrich Kiepert;1818;1899;http://viaf.org/viaf/5074884;http://viaf.org/viaf/;5074884;OM 25.07.1853 ;;;
Hofmann,  August Wilhelm von;Hofmann; August Wilhelm von; August Wilhelm von Hofmann;1818;1892;http://viaf.org/viaf/56726163;http://viaf.org/viaf/;56726163;KM 28.07.1853 bis 30.03.1865 ;OM 27.05.1865 ;;
Saint-Claire-Deville,  Henri-Étienne;Saint-Claire-Deville; Henri-Étienne; Henri-Étienne Saint-Claire-Deville;1818;1881;http://viaf.org/viaf/19815923;http://viaf.org/viaf/;19815923;KM 19.11.1863 ;;;
Müllenhoff,  Karl;Müllenhoff; Karl; Karl Müllenhoff;1818;1884;http://viaf.org/viaf/49323708;http://viaf.org/viaf/;49323708;OM 03.02.1864 ;;;
Hofmann,  August Wilhelm von;Hofmann; August Wilhelm von; August Wilhelm von Hofmann;1818;1892;http://viaf.org/viaf/56726163;http://viaf.org/viaf/;56726163;KM 28.07.1853 bis 30.03.1865 ;OM 27.05.1865 ;;
Roth,  Justus;Roth; Justus; Justus Roth;1818;1892;http://viaf.org/viaf/39526941;http://viaf.org/viaf/;39526941;OM 22.04.1867 ;;;
Roemer,  Ferdinand;Roemer; Ferdinand; Ferdinand Roemer;1818;1891;http://viaf.org/viaf/17977667;http://viaf.org/viaf/;17977667;KM 03.06.1869 ;;;
Koumanoudeçs, Stephanos A.;Koumanoudeçs;Stephanos A.;Stephanos A. Koumanoudeçs;1818;1899;http://viaf.org/viaf/27937968;http://viaf.org/viaf/;27937968;KM 03.11.1870;;;
Donders,  Franz Cornelius;Donders; Franz Cornelius; Franz Cornelius Donders;1818;1889;http://viaf.org/viaf/17967167;http://viaf.org/viaf/;17967167;KM 03.04.1873 ;;;
Kolbe,  Adolf Wilhelm Hermann;Kolbe; Adolf Wilhelm Hermann; Adolf Wilhelm Hermann Kolbe;1818;1884;http://viaf.org/viaf/2551354;http://viaf.org/viaf/;2551354;KM 18.11.1875 bis 29.01.1885 ;;;
Broch,  Ole Jacob;Broch; Ole Jacob; Ole Jacob Broch;1818;1889;http://viaf.org/viaf/69044766;http://viaf.org/viaf/;69044766;KM 03.02.1876 ;;;
Nitzsch,  Karl Wilhelm;Nitzsch; Karl Wilhelm; Karl Wilhelm Nitzsch;1818;1880;http://viaf.org/viaf/17988747;http://viaf.org/viaf/;17988747;OM 06.11.1878 ;;;
